article_name,country,revision_id,population,article_quality
Pedro Antonio Díaz,panama,705268522,4.2,Stub
Ciro Luis Urriola,panama,705268536,4.2,Stub
Pablo Arosemena,panama,705268645,4.2,Stub
Justo Arosemena Quesada,panama,710125710,4.2,Start
Tomás Arias,panama,711010347,4.2,Stub
José Miguel Alemán,panama,715499439,4.2,Start
Rubén Arosemena,panama,715944250,4.2,Stub
Rodolfo Chiari,panama,717420629,4.2,Stub
Dominador Baldomero Bazán,panama,717523851,4.2,Stub
Heraclio Barletta,panama,721451965,4.2,Stub
Manuel Espinosa Batista,panama,722247158,4.2,Start
Carlos Afu,panama,722472748,4.2,Stub
Harmodio Arias Cerjack,panama,724122836,4.2,Stub
Genaro López,panama,724322591,4.2,C
José María Pinilla Fábrega,panama,727044924,4.2,Stub
Roberto Roy,panama,730064013,4.2,Stub
Enrique Geenzier,panama,730632978,4.2,Stub
Belisario Porras Barahona,panama,739710693,4.2,Start
Luis Anderson McNeil,panama,740189383,4.2,Start
Harmodio Arias Madrid,panama,747636455,4.2,Stub
Bolívar Urrutia Parrilla,panama,747981188,4.2,Stub
Daniel Chanis Pinzón,panama,753261049,4.2,C
Silvia Carrera,panama,755364060,4.2,Stub
Marco Ameglio,panama,755838572,4.2,Stub
Francisco Vicente de la Espriella,panama,758230464,4.2,Start
Tomás de Herrera,panama,760353259,4.2,Start
Jorge Illueca,panama,760574895,4.2,Start
David Stuart Parker,panama,764125408,4.2,Start
Marco Aurelio Robles,panama,764704903,4.2,Stub
Roberto Arias,panama,765029868,4.2,Start
Juan Demóstenes Arosemena,panama,765121394,4.2,Stub
Floyd Britton,panama,765585832,4.2,Start
Tomas Altamirano Duque,panama,766459051,4.2,Start
Max Delvalle,panama,768540112,4.2,Start
Ramón Maximiliano Valdés,panama,769068985,4.2,Stub
Laurentino Cortizo,panama,769158341,4.2,Stub
Augusto Samuel Boyd,panama,772356689,4.2,Stub
Demetrio H. Brid,panama,774786466,4.2,Start
Nicolás Ardito Barletta Vallarino,panama,774960736,4.2,C
José Antonio Sossa,panama,777595394,4.2,Start
Florencio Harmodio Arosemena,panama,778608488,4.2,Start
Victoriano Lorenzo,panama,779178996,4.2,C
Alberto Vallarino Clement,panama,782157223,4.2,C
José Agustín Arango,panama,782483528,4.2,Stub
Federico Boyd,panama,782994656,4.2,Start
Tomás Altamirano Mantovani,panama,783013271,4.2,Stub
José Isabel Blandón Castillo,panama,783069932,4.2,Start
Ricardo de la Espriella,panama,783274463,4.2,Start
Aristides Royo,panama,783274481,4.2,Stub
Clara González,panama,784872218,4.2,C
José Domingo Arias,panama,785352007,4.2,C
Julio Linares,panama,786859773,4.2,Stub
Carlos Antonio Mendoza,panama,787306052,4.2,Stub
Ricardo Arias Calderón,panama,787365977,4.2,C
Samuel Lewis Navarro,panama,787368871,4.2,Start
José Domingo de Obaldía,panama,787385086,4.2,Start
Pascual de Andagoya,panama,787462496,4.2,Start
Florencio Flores Aguilar,panama,787498447,4.2,Stub
Carlos Ozores,panama,787977069,4.2,Start
Vice President of Panama,panama,787980783,4.2,Start
Ricardo Alberto Arias,panama,788029744,4.2,Start
Alcibíades Arosemena,panama,788233965,4.2,Stub
Pedro Miguel González Pinzón,panama,788500522,4.2,GA
Anel Omar Rodríguez,panama,789178921,4.2,Start
Arturo Vallarino,panama,789862182,4.2,Start
Balbina Herrera,panama,790494135,4.2,C
Diego de Nicuesa,panama,790877860,4.2,Start
Bernardino González Ruiz,panama,791179649,4.2,Start
Ricardo Joaquín Alfaro Jované,panama,791945261,4.2,C
Demetrio B. Lakas,panama,794957216,4.2,Start
Ernesto de la Guardia,panama,794957227,4.2,Start
Arnulfo Arias,panama,796016265,4.2,C
José de Obaldía,panama,796028924,4.2,Start
Aquilino Boyd,panama,796417062,4.2,Start
Esther Neira de Calvo,panama,797450746,4.2,C
Francisco Rodríguez (President of Panama),panama,797681961,4.2,Stub
Lorena Castillo,panama,797772360,4.2,Start
José Isabel Blandón Figueroa,panama,797772539,4.2,Stub
Roberto Francisco Chiari Remón,panama,797929528,4.2,Start
Carlos Duque,panama,798037941,4.2,Start
Laura E. Flores,panama,798698429,4.2,Start
Daniel Delgado,panama,798843305,4.2,Stub
Manuel Solís Palma,panama,798882369,4.2,Start
Martín Torrijos,panama,798912803,4.2,C
Mireya Moscoso,panama,799012319,4.2,C
Isabel Saint Malo,panama,799821989,4.2,Start
Ricardo Adolfo de la Guardia Arango,panama,799962681,4.2,Stub
Eric Arturo Delvalle,panama,802034871,4.2,C
Ernesto Pérez Balladares,panama,804946184,4.2,GA
Gerardo González Vernaza,panama,805350846,4.2,C
José Antonio Remón Cantera,panama,805697692,4.2,Start
Clarence S. Ridley,panama,805716845,4.2,Stub
Francis K. Newcomer,panama,805717180,4.2,Start
List of heads of state of Panama,panama,806189786,4.2,C
Manuel Amador Guerrero,panama,806778140,4.2,Start
Guillermo Endara,panama,806977245,4.2,GA
Guillermo Ford,panama,806977351,4.2,Start
Ricardo Martinelli,panama,807092848,4.2,C
Manuel Noriega,panama,807397954,4.2,FA
Juan Carlos Varela,panama,807419579,4.2,C
Template:Japan-politician-1980s-stub,japan,437735138,126.5,Stub
Template:Japan-activist-stub,japan,535446167,126.5,Stub
Template:Japan-politician-stub,japan,546498071,126.5,Stub
Template:Japan-diplomat-stub,japan,594545594,126.5,Stub
Suishō,japan,626606789,126.5,Stub
Masahiro Futahashi,japan,672284154,126.5,Stub
Mōri Gorō,japan,704596904,126.5,Stub
Torii Tadafumi,japan,706231609,126.5,Stub
Minamoto no Mitsuyuki,japan,706231743,126.5,Stub
Keiko Higuchi,japan,706231958,126.5,Stub
Mishima Michitsune,japan,706233042,126.5,Start
Akira Hatano,japan,706233074,126.5,Stub
Ryōichi Kuroda,japan,706233282,126.5,Stub
Masami Nishimura,japan,706233501,126.5,Stub
Jirō Shirasu,japan,706234220,126.5,Stub
Tsuneo Tanaka,japan,706235030,126.5,Stub
Tanaka Fujimaro,japan,706235531,126.5,Start
Eri Tokunaga,japan,706241606,126.5,Stub
Nobuteru Mori,japan,706241823,126.5,Stub
Tsunetoshi Tanaka,japan,706242060,126.5,Stub
Yoshihiro Kawano,japan,706242061,126.5,Stub
Masakazu Nakai,japan,706242079,126.5,Start
Yoshihiro Tokugawa,japan,706242815,126.5,Stub
Koji Kakizawa,japan,706340312,126.5,Start
Toshio Ogawa,japan,707142136,126.5,Start
Masayuki Fujio,japan,707363614,126.5,Stub
Maeda Gen'i,japan,708214266,126.5,Stub
Kanda Takahira,japan,709650362,126.5,Stub
Kōzō Watanabe (Liberal Democratic Party politician),japan,709935445,126.5,Stub
Masakatsu Koike,japan,710950386,126.5,Stub
Anton Wicky,japan,712433279,126.5,Stub
Chikahiko Koizumi,japan,717053331,126.5,Stub
Daizō Nozawa,japan,717416250,126.5,Stub
Ikuo Oyama,japan,717644643,126.5,Stub
Yōzō Toyoshima,japan,717720145,126.5,Stub
Oguri Kozukenosuke,japan,720958833,126.5,C
Nezu Kaichirō,japan,721056829,126.5,Start
Eikichi Minato,japan,722387641,126.5,Stub
Fumiaki Kobayashi (politician),japan,723141669,126.5,Start
Masataka Matsuura,japan,723423000,126.5,Stub
Uchida Kakichi,japan,723674591,126.5,Stub
Kan Abe,japan,723834096,126.5,Start
Kiyoharu Ishiwata,japan,723957776,126.5,Stub
Karen Makishima,japan,723972121,126.5,Stub
Hideo Ōnishi,japan,723972166,126.5,Stub
Haruo Okada,japan,724040910,126.5,Stub
Kiyoko Ono,japan,724807659,126.5,Start
Katsuhito Noshi,japan,725890570,126.5,Stub
Miguel Chijiwa,japan,726620155,126.5,Stub
Kawaji Toshiyoshi,japan,727707402,126.5,Stub
Katsuhiro Akimoto,japan,728907547,126.5,Stub
Ichiro Nakagawa,japan,729756769,126.5,Stub
Eisuke Hinode,japan,731438482,126.5,Stub
Kōzō Sasaki,japan,733521939,126.5,Stub
Noboru Kousaka,japan,733872942,126.5,Stub
Tatsuo Ozawa,japan,734883244,126.5,Stub
Kan'ichi Oda,japan,735589001,126.5,Stub
Tadashi Maeda (politician),japan,735821582,126.5,Stub
Makoto Taniguchi,japan,736253259,126.5,Stub
Shinkun Haku,japan,738167888,126.5,Stub
Takao Fujinami,japan,738169814,126.5,Start
Akira Matsu,japan,738685623,126.5,Stub
Hideto Ōnishi,japan,740154736,126.5,Stub
Keizō Hamada,japan,740154849,126.5,Stub
Masa Nakayama,japan,740469712,126.5,Start
Naoki Tanaka,japan,742209296,126.5,Stub
Hsu Dau-lin,japan,742382669,126.5,C
Kenji Utsunomiya,japan,742443060,126.5,C
Tamayo Marukawa,japan,742484480,126.5,Stub
List of Japanese politicians,japan,742764259,126.5,Stub
Satoshi Akao,japan,743245389,126.5,Stub
Hirofumi Yamashita,japan,743821592,126.5,Stub
Kira Yoshinaka,japan,745019152,126.5,Start
Hiroshi Maruyama,japan,745710024,126.5,Stub
Hiroo Ōhara,japan,745764503,126.5,Stub
Toshio Irie (bureaucrat),japan,746269918,126.5,Stub
Tadahiro Ando,japan,746599009,126.5,Stub
Kanson Arahata,japan,747952106,126.5,Stub
Yoichi Kuroda,japan,749362509,126.5,Stub
Akira Tomii,japan,750308917,126.5,Stub
Sōichirō Takashima,japan,750583822,126.5,Stub
Matsudaira Tarō,japan,751259654,126.5,Stub
List of Japanese Residents-General of Korea,japan,751463113,126.5,Stub
Hajime Seki,japan,753415651,126.5,Start
Ikuo Kabashima,japan,753497907,126.5,Stub
Seiko Hashimoto,japan,754144710,126.5,C
Hatoyama family,japan,754513220,126.5,Stub
Sakuma Shōzan,japan,754515262,126.5,Start
Makoto Hirayama,japan,755371378,126.5,Start
Kunihiko Hashida,japan,755843672,126.5,Stub
Hisayasu Nagata,japan,756699750,126.5,Start
Makoto Taki,japan,756715543,126.5,Start
Michihiko Kano,japan,756715635,126.5,Stub
Mikio Fujita,japan,756715644,126.5,Stub
Muneo Suzuki,japan,756715775,126.5,Start
Nobuo Matsuno,japan,756715804,126.5,Stub
Taku Otsuka,japan,756716825,126.5,Stub
Yamato Inaba,japan,756717211,126.5,Stub
Teruaki Masumoto,japan,756720582,126.5,Stub
Masamune Wada,japan,756759608,126.5,Stub
Yukari Iijima,japan,756833498,126.5,Stub
Michiko Fujiwara,japan,757341812,126.5,Stub
Teruki Gotō,japan,757368368,126.5,Stub
Hoshi Tōru,japan,757562608,126.5,Start
Takashi Suzuki (politician),japan,757562626,126.5,Stub
Kyokudōzan Kazuyasu,japan,757563813,126.5,Start
Takashi Sasagawa,japan,757563824,126.5,Stub
Shigeru Sahashi,japan,759511645,126.5,Start
Nobuo Kishi,japan,760606135,126.5,C
Date Munenari,japan,761243798,126.5,Start
Tadao Watanabe,japan,762042217,126.5,Stub
Ōtomo no Otomaro,japan,762706551,126.5,Stub
Prince Narinaga,japan,762722684,126.5,Stub
Chinda Sutemi,japan,763969619,126.5,Start
Misako Enoki,japan,764840528,126.5,Start
Toshikatsu Matsuoka,japan,766997127,126.5,C
Yukio Aoshima,japan,767137454,126.5,C
Katsuhito Yokokume,japan,767300612,126.5,Stub
Tsuneo Mori,japan,767794799,126.5,Stub
Yukio Koshimori,japan,767876428,126.5,Stub
Masayoshi Ito,japan,769093340,126.5,Stub
Kota Matsuda,japan,769228972,126.5,Start
Yukiharu Miki,japan,769287037,126.5,Stub
Tsuneo Horiuchi,japan,769726190,126.5,Start
Toshio Shiratori,japan,770308464,126.5,Start
Aijiro Tomita,japan,770914375,126.5,Stub
Usaburō Chisaki III,japan,771023851,126.5,Stub
Setsuo Yokomichi,japan,771023991,126.5,Stub
Shōichi Watanabe (politician),japan,771024210,126.5,Stub
Naohiro Dōgakinai,japan,771026173,126.5,Stub
Kingo Machimura,japan,771026471,126.5,Stub
Usaburō Chisaki II,japan,771033882,126.5,Stub
Fukushima Yasumasa,japan,771157380,126.5,C
Masayuki Matsuda,japan,771382116,126.5,Stub
Bunji Okada,japan,771447489,126.5,Stub
Masayoshi Ogawa,japan,771447770,126.5,Stub
Tadashi Kodaira,japan,771463460,126.5,Stub
Hayashi Gonsuke (diplomat),japan,771474859,126.5,Start
Shigeru Honjō,japan,771489999,126.5,Start
Tokihiro Nakamura,japan,771836152,126.5,Stub
Masao Uchibori,japan,771836345,126.5,Stub
Eikei Suzuki,japan,771836989,126.5,Stub
Ryuta Ibaragi,japan,771837347,126.5,Stub
Shinji Hirai,japan,771838144,126.5,Stub
Kiichi Aichi,japan,771892922,126.5,Stub
Kunio Nakagaki,japan,771894007,126.5,Stub
Masatsune Ogura,japan,771902606,126.5,Stub
Hiroya Ino,japan,771903125,126.5,Start
Governor of the South Pacific Mandate,japan,772122382,126.5,Start
Komatsu Kiyokado,japan,772625844,126.5,Start
Nobuhiro Tanabe,japan,772773767,126.5,Stub
Katsumi Yamauchi,japan,773843300,126.5,Stub
Ichiro Hatta,japan,774495601,126.5,Stub
Mieno Eiko,japan,774742615,126.5,Stub
Kozo Igarashi,japan,774742666,126.5,Stub
Tatsuo Takahashi,japan,774742838,126.5,Stub
Yasumasa Narasaki,japan,774742887,126.5,Stub
Makiko Fujino,japan,775837778,126.5,Stub
Kingoro Hashimoto,japan,775978813,126.5,Start
Kenji Nakanishi,japan,776437359,126.5,Start
Jiro Akama,japan,776743826,126.5,Stub
Jirō Minami,japan,777038528,126.5,Start
Kazuyoshi Akaba,japan,778507646,126.5,Stub
Keiko Nagaoka,japan,778539514,126.5,Stub
Keiro Kitagami,japan,778541935,126.5,Stub
Kenji Wakamiya,japan,778624432,126.5,Stub
Kensaku Morita,japan,778647932,126.5,Stub
Kenshiro Matsunami,japan,778648326,126.5,Stub
Kishirō Nakamura,japan,779050286,126.5,Stub
Kiuchi Jūshirō,japan,779075455,126.5,Start
Kizō Hisamoto,japan,779082270,126.5,Stub
Kōki Ishii,japan,779527219,126.5,C
Watanabe Kunitake,japan,779839208,126.5,C
Lee Kyung-jae,japan,780142134,126.5,Start
Governors of Hiroshima Prefecture,japan,780299155,126.5,Start
Yasuo Ogata,japan,781057366,126.5,Stub
Kazuyoshi Nakanishi,japan,781058549,126.5,Stub
Takashi Hishikari,japan,781444448,126.5,Start
Akiko Kurabayashi,japan,781567856,126.5,Stub
Kotaro Tatsumi,japan,781570788,126.5,Stub
Tomo Iwabuchi,japan,781904946,126.5,Stub
Ryosuke Takeda,japan,782044725,126.5,Stub
Taku Yamazoe,japan,782058170,126.5,Stub
Yasufumi Fujino,japan,782087278,126.5,Stub
Mitsuko Tomon,japan,782133958,126.5,Stub
Toshirō Tomochika,japan,782233500,126.5,Stub
Tenkoko Sonoda,japan,782255986,126.5,Stub
Kazuya Hatayama,japan,782426828,126.5,Stub
Okinori Kaya,japan,782460097,126.5,Stub
Toshiko Hayashi,japan,782549685,126.5,Stub
Bak Jungyang,japan,782623474,126.5,C
Terufumi Horiuchi,japan,782722544,126.5,Stub
Ōmura Masujirō,japan,783145252,126.5,C
Chinjufu Shogun,japan,783299648,126.5,Start
Shozo Majima,japan,783381190,126.5,Stub
Takeshi Miyamoto,japan,783386543,126.5,Stub
Nobuko Motomura,japan,783945427,126.5,Stub
Yoshinobu Ohira,japan,784168700,126.5,Stub
Kazuko Saito,japan,784358956,126.5,Stub
Shunroku Hata,japan,784361847,126.5,C
Miho Takeda,japan,784725654,126.5,Start
Hideo Higashikokubaru,japan,784915975,126.5,C
Masakazu Hamachi,japan,785099683,126.5,Stub
Keiichi Inamine,japan,785245922,126.5,Stub
Fujiwara no Yoshikado,japan,785296856,126.5,Start
Haruko Hatoyama,japan,785403562,126.5,GA
Yasuko Hatoyama,japan,785403666,126.5,Start
Masatoshi Akimoto,japan,785509765,126.5,Stub
Shuichi Abe,japan,785642599,126.5,Stub
Masami Tanabu,japan,785920290,126.5,Stub
Kaneyasu Marutani,japan,786285308,126.5,Stub
Junji Nishime,japan,786366814,126.5,Stub
Meiji oligarchy,japan,786396310,126.5,B
Jitsuo Inagaki,japan,786585334,126.5,Stub
Kōichi Kido,japan,786593497,126.5,C
Kazuo Hatoyama,japan,786877057,126.5,C
Katsuo Okazaki,japan,786901750,126.5,C
Koko Kondo,japan,786944075,126.5,Stub
Heisuke Hironaka,japan,787004212,126.5,Start
Takaaki Tamura (politician),japan,787006012,126.5,Stub
Shigeyoshi Matsumae,japan,787207980,126.5,C
Matsudaira Norikata,japan,787263146,126.5,Start
Mori Arinori,japan,787280810,126.5,Start
Seigō Nakano,japan,787320244,126.5,Start
Naoki Hoshino,japan,787337007,126.5,C
Naohiro Amaya,japan,787337055,126.5,Start
Murata Seifū,japan,787348399,126.5,Stub
Nobuyoshi Mutō,japan,787373850,126.5,C
Enkichi Ōki,japan,787400162,126.5,Start
Ono no Imoko,japan,787419412,126.5,Start
Ōshima Yoshimasa,japan,787535385,126.5,Start
Rokujō family,japan,787833549,126.5,Start
Chikage Oogi,japan,787978254,126.5,C
Eiichi Nakao,japan,788063773,126.5,Stub
Shusei Tanaka,japan,788064094,126.5,Stub
Hidenao Nakagawa,japan,788064261,126.5,Stub
Kohki Abe,japan,788357754,126.5,Start
Yoshinobu Shimamura,japan,788361621,126.5,Start
Seiichi Ikehata,japan,788362077,126.5,Stub
Minamoto no Yoshinaka,japan,788485534,126.5,C
Sugawara no Michizane,japan,788519653,126.5,C
Kisaburo Tokai,japan,788537180,126.5,Stub
List of Japanese Governors-General of Korea,japan,788537338,126.5,Start
Yuko Tojo,japan,788542306,126.5,C
Nariaki Nakayama,japan,788665214,126.5,C
Keiji Furuya,japan,788697622,126.5,Start
Yokota family,japan,788723618,126.5,Stub
Katsu Kaishū,japan,788798049,126.5,C
Yamao Yōzō,japan,788988478,126.5,Start
Yokoi Shōnan,japan,788989847,126.5,Start
Yamagata Isaburō,japan,789048046,126.5,Start
Yasuko Ikenobō,japan,789084252,126.5,Stub
Wataru Ishizaka,japan,789231974,126.5,Stub
Tadashi Kuranari,japan,789459690,126.5,Stub
Daisaku Kadokawa,japan,789598583,126.5,Stub
Toshiko Karasawa,japan,789598710,126.5,Stub
Chizuko Takahashi,japan,789650070,126.5,Stub
Haruko Yoshikawa,japan,789718887,126.5,Stub
Gen Nakagawa,japan,790514587,126.5,Stub
List of shoguns,japan,790621804,126.5,Start
Hōdō Nakamura,japan,790659948,126.5,Stub
Masahiro Morioka (politician),japan,790855860,126.5,Stub
Nakamura Junkuro,japan,790950664,126.5,Stub
Ben Kimura,japan,791055579,126.5,Stub
Yoshida Shōin,japan,791092779,126.5,C
Tarō Yamamoto,japan,791370681,126.5,C
Ryoko Tani,japan,791739965,126.5,C
Kenji Ogiwara,japan,791916774,126.5,Start
Purge (occupied Japan),japan,791970043,126.5,Start
Seizō Kobayashi,japan,792076395,126.5,C
Ōta Masahiro,japan,792076699,126.5,Stub
Takeshi Noma,japan,792272549,126.5,Stub
Isamu Sonoyama,japan,792517956,126.5,Stub
Abe no Hirafu,japan,792544308,126.5,Start
Bungo Tsuda,japan,792602791,126.5,Stub
Hajime Yoshikawa,japan,792730955,126.5,Stub
Keiichi Suzuki (governor of Hiroshima),japan,792771500,126.5,Stub
Toshibumi Tanaka,japan,792927729,126.5,Stub
Kiyohide Seki,japan,792931166,126.5,Stub
Tsunamasa Ōyama,japan,792931308,126.5,Stub
Yūichirō Chikaraishi,japan,792931448,126.5,Stub
Hiroshi Yamada,japan,793152586,126.5,Stub
Mac Akasaka,japan,793494347,126.5,Start
Tenta Akaboshi,japan,793682367,126.5,Stub
Katsutoshi Kaneda,japan,793738749,126.5,Stub
Ōkubo Toshimichi,japan,793747161,126.5,C
Sakanoue no Tamuramaro,japan,793864850,126.5,C
Junko Mihara,japan,793899445,126.5,Start
Ryosei Akazawa,japan,793936930,126.5,Start
Chobin Zukeran,japan,794049614,126.5,Stub
Ōtomo no Yakamochi,japan,794095538,126.5,C
Tadashi Shimizu,japan,794200840,126.5,Stub
Sakata Tōjūrō IV,japan,794363929,126.5,C
Akira Masaya,japan,794373881,126.5,Stub
Heita Kawakatsu,japan,794446877,126.5,Stub
Hideki Makihara,japan,794558041,126.5,Stub
Iichirō Hatoyama,japan,794617626,126.5,C
Hideo Kodama,japan,794827702,126.5,Start
Akiko Santo,japan,794983512,126.5,Start
Kisho Kurokawa,japan,795627880,126.5,B
Taku Yamamoto,japan,795803257,126.5,Stub
Kunishige Kamamoto,japan,795824925,126.5,Start
Katsumi Ōno,japan,796112493,126.5,Stub
Atsuo Nakamura,japan,796206638,126.5,Stub
List of governors of Saitama Prefecture,japan,796340568,126.5,Stub
Kenkichi Ueda,japan,796360917,126.5,C
Mikiko Shiroma,japan,796367830,126.5,Stub
Takeshi Onaga,japan,796367877,126.5,Stub
Mitsusada Umetani,japan,796531384,126.5,Stub
Daijiro Hashimoto,japan,797308868,126.5,Stub
Eitaro Itoyama,japan,797420967,126.5,Start
Yuichiro Hata,japan,797610804,126.5,Start
Hideaki Akaiwa,japan,797841180,126.5,Start
Atsushi Onita,japan,797998954,126.5,GA
Sadao Araki,japan,798216733,126.5,C
Ijuin Hikokichi,japan,798288923,126.5,C
Emily Hatoyama,japan,798484893,126.5,Start
Taketora Ogata,japan,798497879,126.5,Start
Seiichi Tagawa,japan,798503289,126.5,Start
Tadahiko Okada,japan,798871217,126.5,Stub
Makiko Tanaka,japan,798872736,126.5,C
Makoto Tanabe,japan,798872900,126.5,Stub
Masataro Sawayanagi,japan,798920935,126.5,Stub
Saitō Takao,japan,798952850,126.5,Start
Prince Moriyoshi,japan,799166795,126.5,Start
Hiroshi Hase,japan,799306947,126.5,C
Shinobu Kandori,japan,799307380,126.5,C
Kuniaki Koiso,japan,799573515,126.5,C
Hara Takashi,japan,799574672,126.5,C
Inukai Tsuyoshi,japan,799574990,126.5,C
Takahashi Korekiyo,japan,799575026,126.5,C
Saitō Makoto,japan,799575124,126.5,C
Kōki Hirota,japan,799575178,126.5,C
Hiranuma Kiichirō,japan,799575246,126.5,C
Koriki Jojima,japan,799778786,126.5,C
Soga no Emishi,japan,800008968,126.5,Stub
Shiori Yamao,japan,800091608,126.5,Stub
Shōichi Nakagawa,japan,800157844,126.5,GA
Empress Kōgyoku,japan,800402071,126.5,C
Empress Jitō,japan,800413214,126.5,C
Susumu Hamamura,japan,800730848,126.5,Stub
Takafumi Horie,japan,800751455,126.5,C
Matsudaira Yoshinaga,japan,800773068,126.5,C
Tetsuzo Fuwa,japan,800783596,126.5,Stub
Kim Gap-sun,japan,800897878,126.5,Stub
Yukio Hayashida,japan,801323508,126.5,Stub
Tōyama Mitsuru,japan,801422489,126.5,Start
Aya Kamikawa,japan,801459316,126.5,Start
Empress Genshō,japan,801600566,126.5,C
Empress Kōken,japan,801600756,126.5,C
Empress Meishō,japan,801600803,126.5,C
Iwakura Tomomi,japan,802017902,126.5,C
Empress Suiko,japan,802074019,126.5,C
Scott Kawasaki,japan,802186486,126.5,Start
Takeru Inukai,japan,802538789,126.5,Start
Otozō Yamada,japan,802550387,126.5,Start
Kabayama Aisuke,japan,802627505,126.5,Stub
Mayumi Moriyama,japan,802654257,126.5,Start
Nitobe Inazō,japan,802736029,126.5,C
Yoshijirō Umezu,japan,802844739,126.5,C
Shiroshi Nasu,japan,802933573,126.5,Stub
Kido Takayoshi,japan,802969417,126.5,C
Yoshiko Yamaguchi,japan,803233164,126.5,C
Shinichiro Kurimoto,japan,803352125,126.5,Start
Masaharu Kono,japan,803352301,126.5,Stub
Takashi Esaki,japan,803398957,126.5,Stub
Tadahiro Matsushita,japan,803439326,126.5,C
Yasushi Adachi,japan,803500124,126.5,Stub
Yoshiro Nakamatsu,japan,803508089,126.5,GA
Hiroshi Ogawa (politician),japan,803521939,126.5,Stub
Empress Genmei,japan,803646560,126.5,B
Tomoya Hosoda,japan,803824042,126.5,Stub
Yūko Obuchi,japan,803846896,126.5,Start
Teiko Kihira,japan,803901720,126.5,Stub
Kanako Otsuji,japan,804084561,126.5,C
Fumiko Hayashi (politician),japan,804257154,126.5,C
Antonio Inoki,japan,804376685,126.5,B
Katsuhiko Yokomitsu,japan,804439188,126.5,Stub
Saori Ikeuchi,japan,804637358,126.5,Stub
Tomoko Tamura,japan,804638176,126.5,Stub
Saigō Takamori,japan,804666435,126.5,C
Renhō,japan,804698579,126.5,C
Kunio Hatoyama,japan,804866467,126.5,C
Alberto Fujimori,japan,804990435,126.5,B
Takashi Inoguchi,japan,805071553,126.5,Stub
Tokudaiji Sanetsune,japan,805187128,126.5,Start
Takeo Hiranuma,japan,805200144,126.5,C
Sakamoto Ryōma,japan,805339096,126.5,C
Raymond Chien,japan,805550980,126.5,Start
Empress Go-Sakuramachi,japan,805611890,126.5,C
Kyosen Ōhashi,japan,805708012,126.5,Stub
Hirofumi Yoshimura,japan,805792869,126.5,Start
Masaru Wakasa,japan,805833786,126.5,Stub
Morio Takahashi,japan,805884170,126.5,Stub
Tsuneo Matsudaira,japan,805903559,126.5,Start
Shigetarō Shimada,japan,805904219,126.5,C
The Great Sasuke,japan,806018964,126.5,C
Tadatoshi Akiba,japan,806067767,126.5,Start
Iccho Itoh,japan,806067906,126.5,Start
Kim Han-gil,japan,806073507,126.5,Start
Shintaro Ishihara,japan,806085241,126.5,C
Shigeru Yoshida,japan,806162425,126.5,B
Fumimaro Konoe,japan,806162542,126.5,C
Ii Naosuke,japan,806175156,126.5,C
Hiroaki Nagasawa,japan,806178297,126.5,Start
List of Japanese prime ministers by longevity,japan,806411021,126.5,C
Manabu Horii,japan,806451680,126.5,Start
Tōru Hashimoto,japan,806455685,126.5,C
Tadatomo Yoshida,japan,806475926,126.5,Stub
Chiang Wei-kuo,japan,806499431,126.5,C
Kimie Hatano,japan,806583996,126.5,Stub
Kazutoshi Sasayama,japan,806640540,126.5,Stub
Yukio Hatoyama,japan,806655544,126.5,GA
Morihiro Hosokawa,japan,806659262,126.5,C
Sanae Takaichi,japan,806659841,126.5,C
Shinji Tarutoko,japan,806659937,126.5,Start
Mitsuo Matayoshi,japan,806672857,126.5,Start
Miki Yamada,japan,806722492,126.5,Start
Kiyoto Tsuji,japan,806724100,126.5,Start
Ryuho Okawa,japan,806782628,126.5,C
Genrō,japan,806786156,126.5,Start
Kiyomi Tsujimoto,japan,806815640,126.5,Start
Kyoko Nakayama,japan,806894446,126.5,Start
Inejiro Asanuma,japan,806948949,126.5,C
Toru Miyamoto (politician),japan,806950167,126.5,Stub
Ayuko Kato,japan,806982443,126.5,Stub
Sadao Yamahana,japan,806994136,126.5,Stub
Taiga Ishikawa,japan,807017927,126.5,Start
Masaaki Fujita,japan,807027933,126.5,Stub
Hideki Tojo,japan,807044792,126.5,FA
Itō Hirobumi,japan,807090390,126.5,C
Empress Jingū,japan,807193206,126.5,C
Tarō Asō,japan,807205165,126.5,C
Shigenori Tōgō,japan,807213941,126.5,C
Mamoru Shigemitsu,japan,807215099,126.5,C
Shin Kanemaru,japan,807230251,126.5,Start
Sadakazu Tanigaki,japan,807288701,126.5,C
Shōgun,japan,807291575,126.5,GA
Tomio Okamura,japan,807325647,126.5,C
Shinzō Abe,japan,807422779,126.5,GA
Banri Kaieda,japan,807441818,126.5,C
Template:Indonesia-politician-stub,indonesia,438305657,265.2,Stub
Template:Indonesia-diplomat-stub,indonesia,594545381,265.2,Stub
Template:Indonesia-activist-stub,indonesia,645944060,265.2,Stub
Burhan Muhammad,indonesia,664532059,265.2,Stub
Ateng Wahyudi,indonesia,707887819,265.2,Stub
Muhammad Nazar,indonesia,711873760,265.2,Stub
Imam Utomo,indonesia,712113356,265.2,Stub
I Gusti Putu Martha,indonesia,712309997,265.2,Stub
I Gede Sumantara Ady Pratama,indonesia,712411818,265.2,Stub
Chris Soumokil,indonesia,712839327,265.2,Stub
Piet Alexander Tallo,indonesia,715663156,265.2,Stub
Bibit Waluyo,indonesia,715663408,265.2,Stub
